"기업규모별","산업분류","시점","항목",데이터
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","교육훈련비용 (천원)",1.4
"2규모(상용근로자 30~99인)","B.광업(05~08)","2019","상여금 및 성과금 (천원)",258.1
"2규모(상용근로자 30~99인)","B.광업(05~08)","2019","법정외 복지비용 (천원)",176.9
"2규모(상용근로자 30~99인)","B.광업(05~08)","2019","채용관련비용(모집비) (천원)",0.1
"2규모(상용근로자 30~99인)","B.광업(05~08)","2019","교육훈련비용 (천원)",2.3
"2규모(상용근로자 30~99인)","B.광업(05~08)","2020","상여금 및 성과금 (천원)",256.6
"2규모(상용근로자 30~99인)","B.광업(05~08)","2020","법정외 복지비용 (천원)",207.2
"2규모(상용근로자 30~99인)","B.광업(05~08)","2020","채용관련비용(모집비) (천원)",0.3
"2규모(상용근로자 30~99인)","B.광업(05~08)","2020","교육훈련비용 (천원)",1.4
"2규모(상용근로자 30~99인)","B.광업(05~08)","2021","상여금 및 성과금 (천원)",216.3
"2규모(상용근로자 30~99인)","B.광업(05~08)","2021","법정외 복지비용 (천원)",272.0
"2규모(상용근로자 30~99인)","B.광업(05~08)","2021","채용관련비용(모집비) (천원)",0.4
"2규모(상용근로자 30~99인)","B.광업(05~08)","2021","교육훈련비용 (천원)",2.6
"2규모(상용근로자 30~99인)","B.광업(05~08)","2022","상여금 및 성과금 (천원)",310.9
"2규모(상용근로자 30~99인)","B.광업(05~08)","2022","법정외 복지비용 (천원)",197.4
"2규모(상용근로자 30~99인)","B.광업(05~08)","2022","채용관련비용(모집비) (천원)",1.0
"2규모(상용근로자 30~99인)","B.광업(05~08)","2022","교육훈련비용 (천원)",1.7
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2019","상여금 및 성과금 (천원)",312.4
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2019","법정외 복지비용 (천원)",176.3
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2019","채용관련비용(모집비) (천원)",1.6
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2019","교육훈련비용 (천원)",4.0
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2020","상여금 및 성과금 (천원)",252.4
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2020","법정외 복지비용 (천원)",194.1
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2020","채용관련비용(모집비) (천원)",1.3
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2020","교육훈련비용 (천원)",4.1
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2021","상여금 및 성과금 (천원)",272.9
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2021","법정외 복지비용 (천원)",199.6
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2021","채용관련비용(모집비) (천원)",2.1
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2021","교육훈련비용 (천원)",2.5
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2022","상여금 및 성과금 (천원)",292.0
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2022","법정외 복지비용 (천원)",163.7
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2022","채용관련비용(모집비) (천원)",1.2
"2규모(상용근로자 30~99인)","C.제조업(10~34)","2022","교육훈련비용 (천원)",3.2
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","상여금 및 성과금 (천원)",850.3
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","법정외 복지비용 (천원)",336.3
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","채용관련비용(모집비) (천원)",12.7
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","교육훈련비용 (천원)",24.7
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","상여금 및 성과금 (천원)",1055.5
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","법정외 복지비용 (천원)",386.0
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","채용관련비용(모집비) (천원)",8.7
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","교육훈련비용 (천원)",18.0
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","상여금 및 성과금 (천원)",1160.5
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","법정외 복지비용 (천원)",370.2
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","채용관련비용(모집비) (천원)",9.4
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","교육훈련비용 (천원)",20.2
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","상여금 및 성과금 (천원)",1554.1
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","법정외 복지비용 (천원)",466.6
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","채용관련비용(모집비) (천원)",18.0
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","교육훈련비용 (천원)",49.6
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","상여금 및 성과금 (천원)",305.8
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","법정외 복지비용 (천원)",88.1
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","채용관련비용(모집비) (천원)",2.0
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","교육훈련비용 (천원)",2.0
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","상여금 및 성과금 (천원)",239.0
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","법정외 복지비용 (천원)",145.3
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","채용관련비용(모집비) (천원)",0.8
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","교육훈련비용 (천원)",1.3
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","상여금 및 성과금 (천원)",341.6
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","법정외 복지비용 (천원)",106.5
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","채용관련비용(모집비) (천원)",0.5
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","교육훈련비용 (천원)",1.0
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","상여금 및 성과금 (천원)",463.9
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","법정외 복지비용 (천원)",134.7
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","채용관련비용(모집비) (천원)",0.7
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","교육훈련비용 (천원)",4.0
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2019","상여금 및 성과금 (천원)",405.1
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2019","법정외 복지비용 (천원)",162.0
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2019","채용관련비용(모집비) (천원)",1.1
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2019","교육훈련비용 (천원)",6.3
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2020","상여금 및 성과금 (천원)",415.1
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2020","법정외 복지비용 (천원)",209.7
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2020","채용관련비용(모집비) (천원)",0.2
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2020","교육훈련비용 (천원)",3.1
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2021","상여금 및 성과금 (천원)",422.2
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2021","법정외 복지비용 (천원)",217.9
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2021","채용관련비용(모집비) (천원)",1.6
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2021","교육훈련비용 (천원)",8.6
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2022","상여금 및 성과금 (천원)",188.5
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2022","법정외 복지비용 (천원)",140.3
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2022","채용관련비용(모집비) (천원)",1.7
"2규모(상용근로자 30~99인)","F.건설업(41~42)","2022","교육훈련비용 (천원)",8.1
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2019","상여금 및 성과금 (천원)",439.9
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2019","법정외 복지비용 (천원)",148.2
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2019","채용관련비용(모집비) (천원)",7.5
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2019","교육훈련비용 (천원)",13.8
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2020","상여금 및 성과금 (천원)",433.5
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2020","법정외 복지비용 (천원)",114.0
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2020","채용관련비용(모집비) (천원)",12.1
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2020","교육훈련비용 (천원)",6.0
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2021","상여금 및 성과금 (천원)",459.3
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2021","법정외 복지비용 (천원)",123.2
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2021","채용관련비용(모집비) (천원)",11.0
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2021","교육훈련비용 (천원)",6.6
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2022","상여금 및 성과금 (천원)",421.5
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2022","법정외 복지비용 (천원)",124.4
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2022","채용관련비용(모집비) (천원)",11.6
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","2022","교육훈련비용 (천원)",6.5
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2019","상여금 및 성과금 (천원)",228.1
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2019","법정외 복지비용 (천원)",81.0
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2019","채용관련비용(모집비) (천원)",2.2
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2019","교육훈련비용 (천원)",2.0
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2020","상여금 및 성과금 (천원)",158.2
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2020","법정외 복지비용 (천원)",72.3
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2020","채용관련비용(모집비) (천원)",7.8
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2020","교육훈련비용 (천원)",2.7
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2021","상여금 및 성과금 (천원)",236.3
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2021","법정외 복지비용 (천원)",75.8
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2021","채용관련비용(모집비) (천원)",7.4
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2021","교육훈련비용 (천원)",3.4
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2022","상여금 및 성과금 (천원)",216.5
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2022","법정외 복지비용 (천원)",106.7
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2022","채용관련비용(모집비) (천원)",1.4
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","2022","교육훈련비용 (천원)",2.0
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2019","상여금 및 성과금 (천원)",100.9
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2019","법정외 복지비용 (천원)",71.9
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2019","채용관련비용(모집비) (천원)",5.8
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2019","교육훈련비용 (천원)",1.8
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2020","상여금 및 성과금 (천원)",49.7
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2020","법정외 복지비용 (천원)",48.2
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2020","채용관련비용(모집비) (천원)",2.4
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2020","교육훈련비용 (천원)",2.5
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2021","상여금 및 성과금 (천원)",41.4
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2021","법정외 복지비용 (천원)",77.5
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2021","채용관련비용(모집비) (천원)",2.9
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2021","교육훈련비용 (천원)",3.1
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2022","상여금 및 성과금 (천원)",39.1
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2022","법정외 복지비용 (천원)",51.8
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2022","채용관련비용(모집비) (천원)",4.8
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","2022","교육훈련비용 (천원)",1.5
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","2019","상여금 및 성과금 (천원)",338.5
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","2019","법정외 복지비용 (천원)",97.2
